date,close,volume,open,high,low
9/21/2015,3.75,756667,3.69,3.84,3.68
9/18/2015,3.74,1778915,3.75,3.79,3.63
9/17/2015,3.67,1715987,3.6,3.7,3.54
9/16/2015,3.69,2300991,3.54,3.69,3.53
9/15/2015,3.46,1014364,3.45,3.56,3.44
9/14/2015,3.46,2186973,3.65,3.68,3.45
9/11/2015,3.68,1585110,3.48,3.69,3.44
9/10/2015,3.49,919433,3.47,3.57,3.43
9/9/2015,3.42,1020057,3.48,3.56,3.39
9/8/2015,3.51,782334,3.62,3.62,3.48
9/4/2015,3.53,657305,3.5,3.55,3.45
9/3/2015,3.53,960710,3.46,3.71,3.46
9/2/2015,3.56,956897,3.58,3.63,3.46
9/1/2015,3.59,1141281,3.74,3.79,3.57
8/31/2015,3.73,1031956,3.72,3.76,3.56
8/28/2015,3.75,2110363,3.58,3.82,3.58
8/27/2015,3.55,1982123,3.48,3.65,3.4
8/26/2015,3.43,2647781,3.2,3.54,3.2
8/25/2015,3.46,1884195,3.42,3.5,3.21
8/24/2015,3.35,3035744,3.49,3.76,3.29
8/21/2015,3.57,1628759,3.68,3.74,3.53
8/20/2015,3.62,2718057,3.81,3.88,3.6
8/19/2015,3.72,1009318,3.64,3.75,3.6
8/18/2015,3.61,625366,3.62,3.65,3.52
8/17/2015,3.68,1291859,3.48,3.72,3.48
8/14/2015,3.47,809221,3.59,3.59,3.39
8/13/2015,3.49,1258441,3.63,3.74,3.47
8/12/2015,3.74,2013751,3.63,3.78,3.58
8/11/2015,3.53,2045224,3.42,3.55,3.1901
8/10/2015,3.4,1762371,3.13,3.4,3.115
8/7/2015,3.11,1558611,3.13,3.3,3.11
8/6/2015,3.12,1051919,3,3.14,2.94
8/5/2015,2.94,735807,3.02,3.1,2.94
8/4/2015,3.04,683577,2.96,3.07,2.96
8/3/2015,2.93,698774,3.01,3.07,2.91
7/31/2015,3.05,599754,3.06,3.1,2.98
7/30/2015,2.96,1371004,3.18,3.19,2.96
7/29/2015,3.19,1032714,3.09,3.25,3.08
7/28/2015,3.1,812922,3.03,3.14,3.02
7/27/2015,3,1705124,3.14,3.32,2.99
7/24/2015,3.18,1832413,2.83,3.195,2.79
7/23/2015,2.88,1493216,2.96,2.9999,2.8
7/22/2015,2.93,1668795,2.75,2.98,2.75
7/21/2015,2.88,2272497,2.68,2.89,2.67
7/20/2015,2.68,3455716,2.9,2.9,2.65
7/17/2015,2.99,1318175,3.03,3.06,2.95
7/16/2015,3.08,917775,3.09,3.15,3.03
7/15/2015,3.11,1099051,3.27,3.291,3.1
7/14/2015,3.32,1016610,3.39,3.46,3.29
7/13/2015,3.34,782853,3.21,3.34,3.11
7/10/2015,3.2,1178836,3.18,3.28,3.12
7/9/2015,3.13,1191732,3.25,3.25,3.1
7/8/2015,3.22,1309493,3.24,3.34,3.14
7/7/2015,3.14,1772403,3.32,3.37,3.14
7/6/2015,3.42,1402071,3.29,3.48,3.24
7/2/2015,3.27,1538166,3.23,3.31,3.2
7/1/2015,3.22,1255382,3.4,3.4045,3.2
6/30/2015,3.22,1927485,3.4,3.4045,3.2
6/29/2015,3.5,1160237,3.54,3.61,3.48
6/26/2015,3.52,854638,3.61,3.63,3.51
6/25/2015,3.61,1160228,3.6,3.63,3.55
6/24/2015,3.6,690707,3.68,3.7101,3.6
6/23/2015,3.68,651804,3.66,3.74,3.66
6/22/2015,3.7,1233879,3.81,3.91,3.69
6/19/2015,3.92,5084531,3.77,3.96,3.72
6/18/2015,3.79,1257647,3.9,3.9,3.75
6/17/2015,3.8,726658,3.69,3.8,3.65
6/16/2015,3.71,1248084,3.73,3.76,3.68
6/15/2015,3.76,1359728,3.81,3.84,3.73
6/12/2015,3.8,1215665,3.8,3.82,3.75
6/11/2015,3.8,2007115,3.95,3.98,3.8
6/10/2015,4,921388,4.1,4.12,3.95
6/9/2015,4.01,1024620,4.11,4.17,3.97
6/8/2015,4.09,839208,4.05,4.09,3.99
6/5/2015,4,1501946,4.06,4.09,3.99
6/4/2015,4.15,1356528,4.01,4.15,3.9127
6/3/2015,4.04,867801,4.16,4.16,4.01
6/2/2015,4.16,1044945,4.14,4.18,4.08
6/1/2015,4.08,786740,4.12,4.16,4.04
5/29/2015,4.09,980726,4.12,4.18,4.01
5/28/2015,4.11,1333448,4.02,4.15,4
5/27/2015,4.02,638168,4.02,4.06,3.98
5/26/2015,4.02,1649196,4,4.02,3.92
5/22/2015,4.08,577076,4.06,4.15,4
5/21/2015,4.08,573836,4.12,4.19,4.07
5/20/2015,4.12,777429,4.03,4.155,4.02
5/19/2015,4.01,1159909,4,4.08,3.94
5/18/2015,4.12,818553,4.17,4.24,4.1
